Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
-0.0772,Fri Feb 02 22:36:13 +0000 2018,0.925,0.075,0.0,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,26,CBS
0.4019,Fri Feb 02 20:07:40 +0000 2018,0.856,0.0,0.144,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",27,CBS
0.4003,Fri Feb 02 19:03:33 +0000 2018,0.876,0.0,0.124,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,28,CBS
0.6114,Fri Feb 02 17:23:18 +0000 2018,0.834,0.0,0.166,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,29,CBS
0.0,Thu Feb 01 22:04:41 +0000 2018,1.0,0.0,0.0,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,30,CBS
0.0,Thu Feb 01 20:09:49 +0000 2018,1.0,0.0,0.0,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",31,CBS
0.1139,Wed Jan 31 21:42:15 +0000 2018,0.912,0.0,0.088,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",32,CBS
0.1007,Wed Jan 31 17:05:47 +0000 2018,0.75,0.115,0.135,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,33,CBS
0.4588,Wed Jan 31 16:37:17 +0000 2018,0.812,0.0,0.188,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",34,CBS
0.1779,Wed Jan 31 06:55:30 +0000 2018,0.779,0.095,0.126,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,35,CBS
-0.2263,Wed Jan 31 02:15:16 +0000 2018,0.569,0.252,0.179,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",36,CBS
-0.4767,Wed Jan 31 01:58:40 +0000 2018,0.744,0.256,0.0,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",37,CBS
0.4939,Wed Jan 31 01:52:46 +0000 2018,0.625,0.119,0.256,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",38,CBS
0.5093,Wed Jan 31 01:49:43 +0000 2018,0.81,0.0,0.19,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",39,CBS
0.8261,Wed Jan 31 01:31:27 +0000 2018,0.566,0.0,0.434,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,40,CBS
0.8309,Wed Jan 31 01:29:10 +0000 2018,0.586,0.0,0.414,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,41,CBS
0.6588,Wed Jan 31 01:24:16 +0000 2018,0.614,0.0,0.386,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,42,CBS
-0.5106,Wed Jan 31 01:18:37 +0000 2018,0.602,0.398,0.0,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,43,CBS
0.0,Wed Jan 31 01:17:37 +0000 2018,1.0,0.0,0.0,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,44,CBS
0.7525,Wed Jan 31 01:16:15 +0000 2018,0.651,0.0,0.349,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,45,CBS
0.0,Wed Jan 31 01:08:01 +0000 2018,1.0,0.0,0.0,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,46,CBS
0.8516,Wed Jan 31 01:04:34 +0000 2018,0.42,0.0,0.58,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,47,CBS
0.8442,Wed Jan 31 01:00:35 +0000 2018,0.649,0.0,0.351,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,48,CBS
0.923,Wed Jan 31 00:55:04 +0000 2018,0.594,0.0,0.406,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,49,CBS
0.5994,Wed Jan 31 00:37:20 +0000 2018,0.794,0.0,0.206,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",50,CBS
0.8834,Wed Jan 31 00:11:53 +0000 2018,0.593,0.0,0.407,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",51,CBS
0.8553,Tue Jan 30 23:35:01 +0000 2018,0.724,0.0,0.276,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,52,CBS
0.8553,Tue Jan 30 21:19:22 +0000 2018,0.694,0.0,0.306,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,53,CBS
0.9215,Tue Jan 30 18:46:04 +0000 2018,0.609,0.0,0.391,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",54,CBS
0.0,Tue Jan 30 16:00:02 +0000 2018,1.0,0.0,0.0,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,55,CBS
0.5994,Tue Jan 30 04:03:31 +0000 2018,0.813,0.0,0.187,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",56,CBS
0.6908,Tue Jan 30 03:17:51 +0000 2018,0.711,0.0,0.289,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,57,CBS
0.0,Tue Jan 30 02:12:15 +0000 2018,1.0,0.0,0.0,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6,58,CBS
-0.296,Tue Jan 30 01:29:06 +0000 2018,0.885,0.115,0.0,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22,59,CBS
0.0,Tue Jan 30 00:11:05 +0000 2018,1.0,0.0,0.0,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR,60,CBS
0.3818,Mon Jan 29 22:45:21 +0000 2018,0.885,0.0,0.115,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu,61,CBS
0.5093,Mon Jan 29 22:10:15 +0000 2018,0.758,0.079,0.162,Check out these photos of the night's best backstage moments you didn't see on TV! Here's what you missed at The 60… https://t.co/6TBI8NV8JJ,62,CBS
0.0,Mon Jan 29 20:00:04 +0000 2018,1.0,0.0,0.0,The dapper duo of @itstonybennett and @johnlegend brought down the #GRAMMYs house with an impromptu duet.… https://t.co/ucRrAFk59f,63,CBS
0.7783,Mon Jan 29 19:00:05 +0000 2018,0.714,0.0,0.286,🎶@BrunoMars worked his 24K Magic to become the night's biggest winner. See his #GRAMMYs acceptance speech for Album… https://t.co/dXzjWH0myx,64,CBS
0.9259,Mon Jan 29 18:00:02 +0000 2018,0.558,0.0,0.442,When your win at The #GRAMMYs feels like 24K Magic! Congratulations to @BrunoMars for taking home six awards this y… https://t.co/UhWCE8OKfK,65,CBS
0.0,Mon Jan 29 17:15:04 +0000 2018,1.0,0.0,0.0,✨@LadyGaga's stripped-down performance soared on the #GRAMMYs stage. See all the night's performances here:… https://t.co/Dw6xSzeeGC,66,CBS
0.5106,Mon Jan 29 16:00:05 +0000 2018,0.837,0.0,0.163,"Relive epic GRAMMY rock performances from @Metallica, @beck, @coldplay and more on @AppleMusic. Start your free tri… https://t.co/xmkaZGjlMM",67,CBS
0.1531,Mon Jan 29 15:00:03 +0000 2018,0.914,0.0,0.086,"The #GRAMMYs were full of emotional performances, stirring speeches, and jaw-dropping fashion. See all the red carp… https://t.co/yqpOW9tWm3",68,CBS
0.3182,Mon Jan 29 14:00:02 +0000 2018,0.741,0.123,0.136,Watch @BrunoMars and @iamcardib pull out all the stops at the #GRAMMYs for their fun and funky duet of 'Finesse.'… https://t.co/z1ZTosotw9,69,CBS
0.6597,Mon Jan 29 13:00:01 +0000 2018,0.707,0.0,0.293,"With his powerful single 'Pray,"" @samsmithworld captivated the #GRAMMYs crowd. Watch the full performance:… https://t.co/159qGVFyxW",70,CBS
0.0,Mon Jan 29 12:00:03 +0000 2018,1.0,0.0,0.0,Music's biggest stars came together for a night of celebration and song at the The 60th Annual #GRAMMYs! Stream the… https://t.co/flFIflTQ5s,71,CBS
0.0,Mon Jan 29 08:18:18 +0000 2018,1.0,0.0,0.0,The stage was packed with star power from start to finish on Music's Biggest Night®! Catch up on all the live perfo… https://t.co/Mzqp82FiUS,72,CBS
0.5719,Mon Jan 29 07:40:26 +0000 2018,0.73,0.0,0.27,See who won big on Music's Biggest Night®️: https://t.co/yyb8bwMqEx #GRAMMYs https://t.co/OgV3UcK3jw,73,CBS
0.3612,Mon Jan 29 07:25:04 +0000 2018,0.878,0.0,0.122,Get ready to sing along as @eltonofficial and @MileyCyrus deliver an unforgettable rendition of the iconic song 'Ti… https://t.co/upVo9SZUCh,74,CBS
0.7506,Mon Jan 29 07:01:01 +0000 2018,0.686,0.0,0.314,"See @littlebigtown belt out a heartfelt version of their hit song 'Better Man,' written by @taylorswift13:… https://t.co/mQJZ4lIOtZ",75,CBS
0.5719,Mon Jan 29 06:15:02 +0000 2018,0.734,0.0,0.266,See @U2's intense #GRAMMYs performance in front of the majestic Statue of Liberty: https://t.co/Y1ZhzDYPdt https://t.co/SOf9kpMHOq,76,CBS
0.0,Mon Jan 29 05:34:44 +0000 2018,1.0,0.0,0.0,"Relive @LuisFonsi, @daddy_yankee, and @zuleyka_rivera's electric performance of 'Despacito' that lit up the… https://t.co/9m1mytX9VW",77,CBS
0.0,Mon Jan 29 04:19:55 +0000 2018,1.0,0.0,0.0,We caught up with @imjmichaels on the #GRAMMYs red carpet and learned all about how @IBM is using Watson and AI to… https://t.co/sJpn44xPnV,78,CBS
0.8779,Mon Jan 29 04:12:46 +0000 2018,0.641,0.0,0.359,"It was real y'all. Congratulations to everyone who won and all who were nominated. Finally, thank you to everyone w… https://t.co/jqBkGTtEyM",79,CBS
0.7959,Mon Jan 29 04:10:47 +0000 2018,0.706,0.0,0.294,Drippin' in finesse 🙌 @BrunoMars wins Album Of The Year at The #GRAMMYs! See all of the winners here:… https://t.co/BK4bF9ggSI,80,CBS
0.5859,Mon Jan 29 03:58:49 +0000 2018,0.513,0.0,0.487,That. Performance. Wow. #GRAMMYs https://t.co/rDg37rzQvn,81,CBS
0.6696,Mon Jan 29 03:55:24 +0000 2018,0.848,0.0,0.152,"RT @CBSNews: ""My father, if you are watching this dad, I love you. Look at me, pop, look at me, I'm at the #Grammys right now!"" @BrunoMars…",82,CBS
-0.34,Mon Jan 29 03:55:20 +0000 2018,0.888,0.112,0.0,"RT @CBSNews: .@HillaryClinton makes an appearance at #Grammys during a reading of ""Fire and Fury."" The book details President Trump's first…",83,CBS
0.0572,Mon Jan 29 03:53:06 +0000 2018,0.864,0.062,0.073,You don't want to miss a moment of The #GRAMMYs. Watch now on CBS and CBS All Access: https://t.co/rtZ7sSGFOC https://t.co/oVvgF0CNLr,84,CBS
0.6114,Mon Jan 29 03:50:25 +0000 2018,0.688,0.0,0.312,"RT @TheSaraNoH: Thank you @RecordingAcad for helping to keep music in schools! 

#GRAMMYs",85,CBS
0.5994,Mon Jan 29 03:49:19 +0000 2018,0.606,0.0,0.394,RT @pawprintedzoe: Music is a beautiful thing #Grammys,86,CBS
0.4588,Mon Jan 29 03:46:27 +0000 2018,0.727,0.0,0.273,What was your favorite #GRAMMY moment from tonight? https://t.co/x3q4ZhltV9,87,CBS
0.8118,Mon Jan 29 03:45:43 +0000 2018,0.749,0.0,0.251,24K Magic is in the air at the 60th Annual #GRAMMYs! @BrunoMars wins Record Of The Year! See all of the winners her… https://t.co/jGaqsvQt7W,88,CBS
0.6696,Mon Jan 29 03:37:35 +0000 2018,0.522,0.0,0.478,RT @CBSTweet: Cute family alert! @pink 💕 #GRAMMYs https://t.co/isveVC8aoJ,89,CBS
0.0,Mon Jan 29 03:37:27 +0000 2018,1.0,0.0,0.0,"Slay all day, @sza! #GRAMMYs https://t.co/h1oCVMZE55",90,CBS
0.5859,Mon Jan 29 03:34:36 +0000 2018,0.817,0.0,0.183,CBS Stars @shemarmoore from @swatcbs and @TheRealEve from @TheTalkCBS charming the crowd at The 60th Annual #GRAMMYs https://t.co/HLnRBE2rFW,91,CBS
0.0,Mon Jan 29 03:27:04 +0000 2018,1.0,0.0,0.0,"RT @Jordan_Roth: And THAT is how it’s done, kids. #Patti #GRAMMYs",92,CBS
0.0,Mon Jan 29 03:25:53 +0000 2018,1.0,0.0,0.0,💃💃💃 https://t.co/VZB0QEbajw,93,CBS
-0.5267,Mon Jan 29 03:25:26 +0000 2018,0.702,0.298,0.0,RT @AnnaKendrick47: Punish me with those vocals @BenSPLATT 😵 #GRAMMYs,94,CBS
0.1139,Mon Jan 29 03:24:02 +0000 2018,0.929,0.0,0.071,"Blue Ivy doesn't wanna miss a minute of the action. 🤫 

Watch The #GRAMMYs now on CBS and CBS All Access:… https://t.co/26zRlvLKgl",95,CBS
0.0,Mon Jan 29 03:20:49 +0000 2018,1.0,0.0,0.0,The #GRAMMYs is a family affair...or is it? https://t.co/ohPdzp8jIZ,96,CBS
0.0,Mon Jan 29 03:12:26 +0000 2018,1.0,0.0,0.0,Generations of icons come together on the #GRAMMY stage. See all of the performances from The 60th Annual #GRAMMYs… https://t.co/amGC0Lu4Di,97,CBS
0.9854,Mon Jan 29 03:06:30 +0000 2018,0.208,0.0,0.792,"RT @nictothemarie: wow
wow
wow
wow
wow
wow
wow
wow
@eltonjohn @mileycyrus
having a heart EXPLOSION
#grammys",98,CBS
0.0,Mon Jan 29 03:06:26 +0000 2018,1.0,0.0,0.0,RT @FunnyManShaun: Elton John with the Liberace swag #GRAMMYs,99,CBS
-0.6597,Sat Feb 24 20:00:05 +0000 2018,0.694,0.306,0.0,"Bombs and gunfire rock capital of Somali, killing dozens https://t.co/Jh3aI0dz1X https://t.co/b90Wq9OIQk",1,CNN
-0.7632,Sat Feb 24 19:50:35 +0000 2018,0.778,0.222,0.0,"""We are late to respond to this crisis. Very late,"" says US Ambassador to the UN Nikki Haley, accusing Russia of holding up the vote",2,CNN
0.6369,Sat Feb 24 19:45:12 +0000 2018,0.743,0.0,0.257,JUST IN: The United Nations Security Council unanimously has adopted a resolution calling for a 30-day ceasefire in… https://t.co/TAHdckJxRu,3,CNN
-0.6597,Sat Feb 24 19:30:23 +0000 2018,0.671,0.329,0.0,Fear of Russian aggression is driving US military sales to Europeans https://t.co/bLWzkPmJe4 https://t.co/8nGdw4ic7z,4,CNN
0.0,Sat Feb 24 19:15:08 +0000 2018,1.0,0.0,0.0,"This is the most ""popular"" 2020 Democrat at this year's Conservative Political Action Conference… https://t.co/iMg8YTIiLA",5,CNN
0.0,Sat Feb 24 19:00:16 +0000 2018,1.0,0.0,0.0,The NRA used to be much more bipartisan. Now it's mostly just a wing of the GOP. https://t.co/5Z4QrLwr1z | Analysis… https://t.co/PJJ9yfbu6a,6,CNN
0.0,Sat Feb 24 18:45:11 +0000 2018,1.0,0.0,0.0,Here are some of the biggest headlines in politics to get you all caught up after a week jam-packed with news… https://t.co/Kf77dtUlnz,7,CNN
0.0,Sat Feb 24 18:30:11 +0000 2018,1.0,0.0,0.0,"European Council leader says UK's Brexit position based on ""pure illusion"" https://t.co/6pTqJjkxgX https://t.co/ihNCGMrlnw",8,CNN
0.0,Sat Feb 24 18:16:55 +0000 2018,1.0,0.0,0.0,"NBA superstar Stephen Curry reacts to the mass shooting at a Florida high school: ""I think there's a lot that's bee… https://t.co/76lNX3wRd1",9,CNN
0.34,Sat Feb 24 18:00:21 +0000 2018,0.844,0.0,0.156,UN Security Council will try to vote on Syria ceasefire after delays https://t.co/9BkILv0FLs https://t.co/qcR2X1iUVL,10,CNN
0.4404,Sat Feb 24 17:45:05 +0000 2018,0.854,0.0,0.146,Warren Buffett's annual letter says financial services company Berkshire Hathaway got a $29 billion gift from the n… https://t.co/AZjvIzUgYa,11,CNN
0.0,Sat Feb 24 17:30:04 +0000 2018,1.0,0.0,0.0,"These schools say arming teachers ""can be done right"" https://t.co/jTEx03h7Wl https://t.co/1tErTEZWpj",12,CNN
-0.296,Sat Feb 24 17:15:09 +0000 2018,0.804,0.196,0.0,Here's what you missed during a busy news week https://t.co/NHHtVHBCiU https://t.co/ArVKf56Vui,13,CNN
-0.128,Sat Feb 24 17:00:38 +0000 2018,0.927,0.073,0.0,"CNN’s Town Hall ""Stand Up: The Students of Stoneman Douglas Demand Action” hosted by @JakeTapper is now available a… https://t.co/Iv7GYir3I2",14,CNN
0.0,Sat Feb 24 17:00:27 +0000 2018,1.0,0.0,0.0,Librarians digitally archive rare White House images https://t.co/TO6LIhPCTc https://t.co/dwpuYx3vr9,15,CNN
-0.1027,Sat Feb 24 16:45:07 +0000 2018,0.663,0.181,0.157,A series of failures in Florida shooting mark week of stunning revelations https://t.co/D0tOipMVYj https://t.co/mGhZOPmZrl,16,CNN
0.6597,Sat Feb 24 16:30:20 +0000 2018,0.769,0.0,0.231,American skiing superstar Mikaela Shiffrin says her dream of winning five gold medals in the same Winter Olympics m… https://t.co/0W5Dp4Io4Q,17,CNN
-0.2732,Sat Feb 24 16:26:06 +0000 2018,0.89,0.11,0.0,"Other companies to cut ties with the NRA include
■ Cybersecurity firm Symantec
■ Insurance company MetLife
■ Home s… https://t.co/yK70bJ2phO",18,CNN
0.5423,Sat Feb 24 16:23:49 +0000 2018,0.8,0.0,0.2,JUST IN: Delta and United airlines have joined a growing list of companies that have ended partnerships with the Na… https://t.co/TL6Vc0DHx2,19,CNN
0.5719,Sat Feb 24 16:15:13 +0000 2018,0.709,0.0,0.291,Canada wins ice hockey bronze against Czech Republic https://t.co/5u5FmUpKel https://t.co/4PWgGtDAX1,20,CNN
-0.34,Sat Feb 24 16:00:21 +0000 2018,0.821,0.179,0.0,NBC's $12 billion investment in the Olympics is looking riskier https://t.co/9XpDw29FIa https://t.co/am7THagM3z,21,CNN
-0.34,Sat Feb 24 15:45:14 +0000 2018,0.854,0.146,0.0,I'm supposed to transform from an economics teacher into a gun expert? https://t.co/YsvceaX9JL (via @CNNOpinion) https://t.co/BUJEH1NRto,22,CNN
-0.128,Sat Feb 24 15:30:12 +0000 2018,0.889,0.111,0.0,"NBA star Stephen Curry says Florida shooting is ""tough to digest"" https://t.co/z0fWhDnoHK https://t.co/ZhzrY00Kxc",23,CNN
0.0,Sat Feb 24 15:23:44 +0000 2018,1.0,0.0,0.0,Former President George W. Bush says the Rev. Billy Graham changed his life https://t.co/wlAef281ZR https://t.co/QpmYcVwoVp,24,CNN
-0.2732,Sat Feb 24 15:00:17 +0000 2018,0.884,0.116,0.0,"Researchers have identified another gene that could influence the risk of opioid dependence, a new study shows… https://t.co/LBzVoTfomE",25,CNN
0.4215,Sat Feb 24 14:30:20 +0000 2018,0.823,0.0,0.177,Betsy DeVos may make it easier for student loan borrowers in bankruptcy https://t.co/pC9HlJce0K https://t.co/PrH4uWLcOb,26,CNN
-0.5423,Sat Feb 24 14:00:24 +0000 2018,0.844,0.156,0.0,"An outbreak of salmonella infections linked to chicken salad has sickened 65 people in five states, the CDC says… https://t.co/wPQHwkehLb",27,CNN
0.5859,Sat Feb 24 13:30:17 +0000 2018,0.833,0.0,0.167,"The base of Sleeping Beauty Castle is surrounded in blue construction fencing with the words ""Magic is happening"" a… https://t.co/hm39GDhTsj",28,CNN
-0.5994,Sat Feb 24 13:00:27 +0000 2018,0.83,0.17,0.0,News reports suggest the Hurricane Maria death toll is higher than the official estimate. Now Puerto Rico has asked… https://t.co/vM9abZBGjV,29,CNN
-0.2263,Sat Feb 24 12:30:08 +0000 2018,0.753,0.142,0.105,Conspiracy theories after mass shootings like the one in Florida often originate in the dark corners of the interne… https://t.co/GN7YxRInTg,30,CNN
-0.9042,Sat Feb 24 11:39:01 +0000 2018,0.603,0.397,0.0,"Taliban militants killed 18 soldiers in an assault on a military base, the deadliest of a string of attacks that sh… https://t.co/vIVKbx5Hrn",31,CNN
0.0,Sat Feb 24 11:30:04 +0000 2018,1.0,0.0,0.0,Books. Smaller classes. Social workers. These are the things some teachers are asking for instead of guns. https://t.co/mqQILN0q3M,32,CNN
0.0,Sat Feb 24 11:00:11 +0000 2018,1.0,0.0,0.0,"Her chief task will be shoring up diplomatic relations with South Korea, analysts say https://t.co/utlfdqM4oQ",33,CNN
0.0,Sat Feb 24 10:30:14 +0000 2018,1.0,0.0,0.0,The most cutting-edge cars on the planet require an old-fashioned handwashing. https://t.co/mjJrIyClnS,34,CNN
0.0,Sat Feb 24 10:00:05 +0000 2018,1.0,0.0,0.0,How the Florida school shooting conspiracies sprouted and spread https://t.co/WKPpHuTn3j,35,CNN
0.0,Sat Feb 24 09:30:12 +0000 2018,1.0,0.0,0.0,"A married lesbian couple in Texas was told they couldn't apply to foster refugee children because they don't ""mirro… https://t.co/GPY2tZtoFV",36,CNN
0.25,Sat Feb 24 09:14:18 +0000 2018,0.905,0.0,0.095,"South African actor John Kani, who plays T'Chaka in #BlackPanther, recalls the first time he understood what it mea… https://t.co/JMTq8LtdLO",37,CNN
-0.34,Sat Feb 24 09:00:29 +0000 2018,0.893,0.107,0.0,"Americans back stricter gun laws by a nearly 2-to-1 margin, according to a new poll conducted in the wake of the sc… https://t.co/dVbFAtgKaa",38,CNN
0.296,Sat Feb 24 08:43:22 +0000 2018,0.885,0.0,0.115,"US figure skater @nathanwchen, who made history with six quadruple jumps at the Winter Olympics, shares his… https://t.co/0LDT0SFo2t",39,CNN
-0.3818,Sat Feb 24 08:30:09 +0000 2018,0.822,0.178,0.0,Doctors in India removed a 4-pound brain tumor from this man's head https://t.co/mvmtjpCjeh https://t.co/RQcuUBnsUD,40,CNN
-0.4215,Sat Feb 24 08:16:04 +0000 2018,0.859,0.141,0.0,Hurricane Maria sent thousands fleeing devastation in Puerto Rico. Federal data obtained by CNN suggest migrants ha… https://t.co/mSgcvYH8Xt,41,CNN
0.2732,Sat Feb 24 08:00:11 +0000 2018,0.896,0.0,0.104,"A Florida lawmaker has introduced a bill that requires public schools to display the motto ""In God We Trust,"" sayin… https://t.co/ZDI9vaPOgo",42,CNN
0.6486,Sat Feb 24 07:46:06 +0000 2018,0.637,0.096,0.267,"FCC chairman Ajit Pai receives a handmade rifle and the NRA's ""Charlton Heston Courage Under Fire Award"" for overse… https://t.co/rpEQx3o0fv",43,CNN
0.0,Sat Feb 24 07:30:13 +0000 2018,1.0,0.0,0.0,The employer of a Filipino domestic worker whose battered body was found in a freezer in an apartment in Kuwait has… https://t.co/iIX8M850F4,44,CNN
0.2732,Sat Feb 24 07:16:06 +0000 2018,0.89,0.0,0.11,"Parents worked for 37 hours last weekend to surprise elementary school students with motivational messages of hope,… https://t.co/iigjrKPpx6",45,CNN
-0.7351,Sat Feb 24 07:11:31 +0000 2018,0.733,0.267,0.0,The California couple accused of holding their 13 children captive and torturing 12 of them face additional charges… https://t.co/mx7ewQxdJz,46,CNN
-0.3182,Sat Feb 24 07:00:10 +0000 2018,0.85,0.15,0.0,Hoaxers are now doctoring real news stories to spread misinformation on Snapchat https://t.co/KCPkwfazv4 https://t.co/Cl2n5gmZrw,47,CNN
0.2057,Sat Feb 24 06:46:07 +0000 2018,0.913,0.0,0.087,A high school swimmer noticed a competitor sinking to the bottom of the pool and dove in without hesitation to help… https://t.co/sUTVKHcEDA,48,CNN
0.0,Sat Feb 24 06:31:04 +0000 2018,1.0,0.0,0.0,"Teachers are using the hashtag #ArmMeWith to propose other resources they would rather be armed with, such as more… https://t.co/w4HkebXFcu",49,CNN
-0.2023,Sat Feb 24 06:16:05 +0000 2018,0.775,0.128,0.097,The company that failed to deliver nearly all of the hot meals it promised to Puerto Ricans after Hurricane Maria p… https://t.co/6SwVZ3tmF0,50,CNN
0.3818,Sat Feb 24 06:00:18 +0000 2018,0.867,0.0,0.133,Citigroup will refund about $330 million to consumers after discovering it had overcharged 1.75 million credit card… https://t.co/J5mDjlrp2U,51,CNN
0.0,Sat Feb 24 05:46:04 +0000 2018,1.0,0.0,0.0,"A woman who called an FBI tip line in January about the Florida school shooter said he was ""going to explode"" and f… https://t.co/ULTkmWvsN7",52,CNN
0.34,Sat Feb 24 05:30:10 +0000 2018,0.675,0.095,0.23,"Two gun safety groups want Apple, Amazon, Google and Roku to remove the NRA's online video channel from their strea… https://t.co/KvVb6MHjSc",53,CNN
0.4019,Sat Feb 24 05:16:06 +0000 2018,0.863,0.0,0.137,"Special counsel Robert Mueller assembled a team of at least 17 lawyers for his investigation, bringing on private-s… https://t.co/qbZbosmQNF",54,CNN
