Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
0.4472,Sat Feb 24 05:08:05 +0000 2018,0.86,0.0,0.14,"Tiffany Haddish could barely contain her excitement when she came face-to-face with Oprah Winfrey on ""The Ellen Deg… https://t.co/foJBjJpuRq",55,CNN
0.4939,Sat Feb 24 05:00:15 +0000 2018,0.856,0.0,0.144,"When a man snatched a wallet from a passerby's hand, this woman ran after him. When she caught him, she offered to… https://t.co/H8NcgYJE6C",56,CNN
-0.34,Sat Feb 24 04:46:04 +0000 2018,0.876,0.124,0.0,I'm supposed to transform from an economics teacher into a gun expert? | By W. Andrew Tillman via @CNNOpinion https://t.co/WFmc8aZDGa,57,CNN
-0.1027,Sat Feb 24 04:31:08 +0000 2018,0.736,0.14,0.124,"The Florida school shooter had only recently moved in with a family friend, weeks after his mother died, when he re… https://t.co/NTGHazI2ES",58,CNN
0.0,Sat Feb 24 04:24:53 +0000 2018,1.0,0.0,0.0,Norway sets a new record for Winter Olympic medals -- 38 -- topping USA's total of 37 in Vancouver in 2010. Follow… https://t.co/JIijbUdRz1,59,CNN
0.0,Sat Feb 24 04:16:04 +0000 2018,1.0,0.0,0.0,Rep. Claudia Tenney doubles down on her statement that many mass shooters are Democrats https://t.co/Ab3eZdzvzQ https://t.co/voXuFD4f7t,60,CNN
-0.5106,Sat Feb 24 04:01:05 +0000 2018,0.549,0.274,0.177,"A father's genes may play an important role in a woman's ovarian cancer risk, according to a new study https://t.co/Manvc3XZn5",61,CNN
-0.4939,Sat Feb 24 03:46:03 +0000 2018,0.849,0.151,0.0,"Nine years after it was stolen from a Marseille museum, French painter Edgar Degas' rousing depiction of singers at… https://t.co/AHR0p0DFBJ",62,CNN
-0.4215,Sat Feb 24 03:38:04 +0000 2018,0.632,0.258,0.111,The NRA is criticizing the holes it helped create in the gun background system https://t.co/X06wOvn5hf,63,CNN
-0.4019,Sat Feb 24 03:31:05 +0000 2018,0.876,0.124,0.0,Former NFL player Jonathan Martin was detained by police in connection with a social media post that prompted the c… https://t.co/rNfkcAmCDp,64,CNN
0.34,Sat Feb 24 03:29:04 +0000 2018,0.893,0.0,0.107,"After multiple delays, the UN Security Council has pushed its vote on a 30-day ceasefire in Syria to noon on Saturd… https://t.co/Pvu4G8fm5u",65,CNN
-0.7184,Sat Feb 24 03:14:43 +0000 2018,0.649,0.271,0.08,"Sixty years after the Tet Offensive, South Korea is coming to terms with brutal atrocities committed by its troops… https://t.co/7HB5YhAPFe",66,CNN
-0.7964,Sat Feb 24 02:51:04 +0000 2018,0.637,0.363,0.0,Stocks in gun companies have been dragged lower by a cloud of negativity after last week's mass shooting at a Flori… https://t.co/f4EenjxWXg,67,CNN
-0.2023,Sat Feb 24 02:46:07 +0000 2018,0.756,0.139,0.105,"""I can't say I was consoled or helped."" A Florida shooting survivor says President Trump failed to bring her any re… https://t.co/qL1IjKMtMq",68,CNN
0.0,Sat Feb 24 02:41:38 +0000 2018,1.0,0.0,0.0,"RT @AC360: Stoneman Douglas student Emma Gonzalez on Florida Gov. Rick Scott's call for raising minimum age to buy guns: ""They are very str…",69,CNN
0.3612,Sat Feb 24 02:41:06 +0000 2018,0.878,0.0,0.122,Florida school shooting survivor Emma Gonzalez on the deputy who stayed outside during the massacre: As a police of… https://t.co/sbrbR67JGj,70,CNN
0.4019,Sat Feb 24 02:41:02 +0000 2018,0.642,0.134,0.225,"Debunking the ""single greatest Witch Hunt in American history"" | Analysis by @CillizzaCNN https://t.co/53214YPQkY https://t.co/OTEgb3M5qh",71,CNN
0.2846,Sat Feb 24 02:37:25 +0000 2018,0.851,0.0,0.149,"Florida school shooting survivor Emma Gonzalez: It's important that we have mental health reform, but we need to re… https://t.co/CQ7SHLAxeE",72,CNN
0.25,Sat Feb 24 02:31:03 +0000 2018,0.909,0.0,0.091,"Uber CEO Dara Khosrowshahi says the American Dream is ""the single most incredible brand in the world,"" and he fears… https://t.co/O5DFHIqPAH",73,CNN
-0.3612,Sat Feb 24 02:26:24 +0000 2018,0.878,0.122,0.0,Brazil just had its debt downgraded deeper into junk territory by Fitch Ratings as Latin America's largest country… https://t.co/vft4dImOtk,74,CNN
0.0,Sat Feb 24 02:22:57 +0000 2018,1.0,0.0,0.0,President Trump stands by his signature campaign pledge of building a campaign wall along the US border with Mexico… https://t.co/ogA19z95j9,75,CNN
-0.296,Sat Feb 24 02:19:56 +0000 2018,0.896,0.104,0.0,"#KeepingThemHonest: A tale of two Trumps

Pres. Trump said he would take action to stop the next school shooting an… https://t.co/5qA9E4Sd5t",76,CNN
-0.5106,Sat Feb 24 02:13:07 +0000 2018,0.845,0.155,0.0,"RT @OutFrontCNN: ""This is just outrageous...I just can't even find the words to describe the disappointment"" -  Broward Co. Superintendent…",77,CNN
0.0,Sat Feb 24 02:11:12 +0000 2018,1.0,0.0,0.0,"More than 800,000 students live in US school districts where shootings have happened https://t.co/YwQfBAlqZN https://t.co/1f5Cbr7XED",78,CNN
0.6486,Sat Feb 24 02:01:04 +0000 2018,0.637,0.096,0.267,"FCC chairman Ajit Pai receives a handmade rifle and the NRA's ""Charlton Heston Courage Under Fire Award"" for overse… https://t.co/cSg7IJEwFi",79,CNN
-0.3182,Sat Feb 24 01:59:55 +0000 2018,0.892,0.108,0.0,"A pilot lost his daughter in the shooting at a Parkland, Florida, high school and more than 100 colleagues came to… https://t.co/mjP6ZybNvi",80,CNN
0.0,Sat Feb 24 01:59:19 +0000 2018,1.0,0.0,0.0,Stoneman Douglas teacher slams Trump's proposal to arm teachers: Trained professionals weren't able to follow proto… https://t.co/UEN99dNruO,81,CNN
0.0,Sat Feb 24 01:50:26 +0000 2018,1.0,0.0,0.0,"RT @AC360: Stoneman Douglas teacher Diane Wolk-Rogers recounts returning to the campus for the first time since the shooting: ""I was really…",82,CNN
-0.7579,Sat Feb 24 01:36:42 +0000 2018,0.711,0.289,0.0,"Toronto police have announced a new charge against alleged serial killer Bruce McArthur, who is accused of burying… https://t.co/xriXv3Cr56",83,CNN
-0.296,Sat Feb 24 01:34:16 +0000 2018,0.891,0.109,0.0,Plastic straw manufacturers are bracing for big changes as pressure builds to ditch the drink accessory because of… https://t.co/L2djiWAckx,84,CNN
0.2732,Sat Feb 24 01:31:17 +0000 2018,0.89,0.0,0.11,"Parents worked for 37 hours last weekend to surprise elementary school students with motivational messages of hope,… https://t.co/VoOvvDPmG8",85,CNN
0.2057,Sat Feb 24 01:24:14 +0000 2018,0.913,0.0,0.087,A high school swimmer noticed a competitor sinking to the bottom of the pool and dove in without hesitation to help… https://t.co/TE0Z1WOVCK,86,CNN
0.3612,Sat Feb 24 01:11:20 +0000 2018,0.894,0.0,0.106,"Florida school shooting survivor Samantha Fuentes: ""As students, we can only do so much. ... Now we have to take ac… https://t.co/ePUkPtmU3U",87,CNN
0.3612,Sat Feb 24 01:07:22 +0000 2018,0.878,0.0,0.122,"Florida school shooting survivor Samantha Fuentes on the deputy who stayed outside during the massacre: ""When you b… https://t.co/kzN5RXDo9t",88,CNN
0.0,Sat Feb 24 01:01:11 +0000 2018,1.0,0.0,0.0,Here's what to watch for at the Winter Olympics. Follow live updates: https://t.co/ZbWnkwprZg #PyeongChang2018 https://t.co/7mIFHd3yHe,89,CNN
0.0,Sat Feb 24 00:54:39 +0000 2018,1.0,0.0,0.0,"""I can't say that I was consoled or helped. ... He didn't express any real empathy."" Samantha Fuentes, who was shot… https://t.co/R8IIbqUVP1",90,CNN
0.0,Sat Feb 24 00:50:08 +0000 2018,1.0,0.0,0.0,The Trump administration is cracking down on staffing agencies that seek hard-to-get H-1B visas for high-skilled wo… https://t.co/vCiNtEtmzl,91,CNN
0.3612,Sat Feb 24 00:42:18 +0000 2018,0.857,0.0,0.143,"Stoneman Douglas shooting survivor Samantha Fuentes says her call with President Trump was ""quite interesting""… https://t.co/npEz7NKbZw",92,CNN
0.0,Sat Feb 24 00:40:10 +0000 2018,1.0,0.0,0.0,Here are a few takeaways from NBC's Winter Olympics performance https://t.co/ZpVLPth6jx #PyeongChang2018,93,CNN
0.3818,Sat Feb 24 00:33:06 +0000 2018,0.885,0.0,0.115,"Time is running out for buyers of some of the best-selling plug-in vehicles to get a $7,500 federal tax credit with… https://t.co/PRT3W3ldWp",94,CNN
0.0,Sat Feb 24 00:31:09 +0000 2018,1.0,0.0,0.0,Olympic figure skater Adam Rippon says he would now “totally” speak with US Vice President Mike Pence after reporte… https://t.co/tLtNOJNUh6,95,CNN
0.3182,Sat Feb 24 00:27:26 +0000 2018,0.617,0.144,0.239,"""I encourage everyone who's watching to actually read these indictments. They read like a crime novel."" - Former As… https://t.co/lMsqUSdeNZ",96,CNN
-0.3182,Sat Feb 24 00:22:07 +0000 2018,0.867,0.133,0.0,"Los Angeles Mayor Eric Garcetti dismisses his city's ""Kardashian"" stereotype in his South Carolina debut… https://t.co/z60TFAIEkm",97,CNN
0.2023,Sat Feb 24 00:19:20 +0000 2018,0.904,0.0,0.096,"""You can have wage inflation and not necessarily have inflation concerns in general,"" says Treasury Secretary Steve… https://t.co/LRaSFgEcaX",98,CNN
-0.6124,Sat Feb 24 00:16:36 +0000 2018,0.737,0.263,0.0,"A copyright infringement lawsuit alleges that the creators behind Oscars frontrunner ""The Shape of Water"" plagiariz… https://t.co/thIK2jCX84",99,CNN
-0.2263,Sat Feb 24 00:12:28 +0000 2018,0.905,0.095,0.0,"Three Senate Democrats are demanding that Mick Mulvaney, head of a consumer watchdog bureau, explain why he plans t… https://t.co/pnBoWvD1oQ",100,CNN
0.0,Sat Feb 24 20:01:03 +0000 2018,1.0,0.0,0.0,Obama Library to cost taxpayers $175 million. https://t.co/qOuLC5aAC9,1,Fox News
-0.2732,Sat Feb 24 19:54:44 +0000 2018,0.709,0.184,0.106,".@tedcruz losing 2018 fundraising race to likely Democratic challenger, filings show https://t.co/H3l7SluALG",2,Fox News
-0.1531,Sat Feb 24 19:52:56 +0000 2018,0.833,0.167,0.0,Watch: Moment when police officers catch falling 5-year-old https://t.co/F52XhWiYkr,3,Fox News
0.0,Sat Feb 24 19:40:29 +0000 2018,1.0,0.0,0.0,".@drmoore on Rev. @BillyGraham: ""Billy Graham was always several steps ahead of technological waves, so using not o… https://t.co/TVLPLWltMT",4,Fox News
0.0,Sat Feb 24 19:40:09 +0000 2018,1.0,0.0,0.0,New Pennsylvania Congressional districts. https://t.co/KtLgovvHrz https://t.co/RjOJDUVNUn,5,Fox News
-0.5106,Sat Feb 24 19:29:14 +0000 2018,0.752,0.248,0.0,".@TuckerCarlson: 5 Ways Government Failed the Public in FL School Shooting
https://t.co/SvQ7yKjNOD",6,Fox News
0.3818,Sat Feb 24 19:25:55 +0000 2018,0.874,0.0,0.126,"Moments ago, President @realDonaldTrump doubled down on his idea of arming educators in order to protect students f… https://t.co/coY7iHmlqm",7,Fox News
-0.308,Sat Feb 24 19:24:09 +0000 2018,0.63,0.205,0.165,"John Carlson on gun violence: ""What we need to do in this country is not declare a war on certain types of guns or… https://t.co/ogeC6nUvGv",8,Fox News
-0.34,Sat Feb 24 19:16:09 +0000 2018,0.893,0.107,0.0,".@DanHenninger on gun control: ""As soon as you raise the word 'ban,' you also raise the Second Amendment and Republ… https://t.co/4WpWnK0LMe",9,Fox News
0.0258,Sat Feb 24 19:14:59 +0000 2018,0.793,0.101,0.106,"Karol Markowicz: @KylieJenner breaks up with @Snapchat, and the $1.3 billion loss in stock value is a lesson for ot… https://t.co/ehF655Rnyl",10,Fox News
-0.2732,Sat Feb 24 19:10:15 +0000 2018,0.909,0.091,0.0,"RT @FoxNewsResearch: Americans working part time because hours were cut back or they couldn’t find a full-time job:
•Jan 2010: 8.5M
•Jan 20…",11,Fox News
0.0,Sat Feb 24 19:04:04 +0000 2018,1.0,0.0,0.0,".@Scaramucci: “I really do believe that we’re going to keep the House and Senate."" https://t.co/OdYNcLc0Sp",12,Fox News
0.0,Sat Feb 24 19:03:01 +0000 2018,1.0,0.0,0.0,"TONIGHT on @WattersWorld, @JesseBWatters talks to @AnnCoulter - Tune in at 8p ET on Fox News Channel! https://t.co/QdWM8r09U3",13,Fox News
0.6408,Sat Feb 24 19:00:23 +0000 2018,0.572,0.0,0.428,NEWS ALERT: @UN votes on Syrian cease-fire solution. https://t.co/EMWcP71kcu,14,Fox News
0.4939,Sat Feb 24 18:55:11 +0000 2018,0.568,0.125,0.307,".@toddstarnes: 'In God We Trust' removed from classroom after atheist parent's complaint
https://t.co/ai48YedMWz",15,Fox News
0.0516,Sat Feb 24 18:52:25 +0000 2018,0.652,0.167,0.181,"Florida shooting victims helped by GoFundMe, comfort dogs and more https://t.co/ChsEHosF4B",16,Fox News
-0.5267,Sat Feb 24 18:50:09 +0000 2018,0.779,0.221,0.0,"Florida Student: 'Just Disgusting' That Armed Deputy Didn't Enter School During Massacre
https://t.co/Ap7xYj0uLa",17,Fox News
-0.4767,Sat Feb 24 18:39:54 +0000 2018,0.709,0.291,0.0,"Woman defecates in pants to hide drugs during arrest, cops say https://t.co/6DHN0VpdS8",18,Fox News
0.0,Sat Feb 24 18:32:03 +0000 2018,1.0,0.0,0.0,"SUNDAY on @NextRevFNC, @SteveHiltonx talks to @Scaramucci and @TomiLahren - Tune in at 9p ET on Fox News Channel! https://t.co/qe6pYt22RF",19,Fox News
0.0,Sat Feb 24 18:28:58 +0000 2018,1.0,0.0,0.0,"Radio Host: Companies Splitting From @NRA 'Basing Business Practices on Thought-Policing'
https://t.co/LIdAw1JEOi",20,Fox News
0.0,Sat Feb 24 18:19:42 +0000 2018,1.0,0.0,0.0,Report: At least three Florida deputies did not enter school during shooting. https://t.co/3YfWKJKHVO https://t.co/7qeeWXCyAr,21,Fox News
-0.5719,Sat Feb 24 18:02:41 +0000 2018,0.403,0.423,0.174,Arby's customer helps state trooper fight off attacker https://t.co/ZEfWjy8B2n,22,Fox News
0.5707,Sat Feb 24 18:00:05 +0000 2018,0.791,0.0,0.209,"SUNDAY, 10pm ET: Fox News Channel Premieres 'Life, Liberty &amp; Levin' with @marklevinshow! https://t.co/ESkSF9KmPM https://t.co/cXXdF6XHri",23,Fox News
-0.3818,Sat Feb 24 17:58:04 +0000 2018,0.794,0.206,0.0,.@POTUS threatens to pull @ICEgov agents out of California. https://t.co/iik9E6rx8A https://t.co/fsWfkpiSNW,24,Fox News
0.0,Sat Feb 24 17:52:14 +0000 2018,1.0,0.0,0.0,"Earlier today, pallbearers carried the body of Rev. @BillyGraham into a hearse before leaving the Billy Graham Trai… https://t.co/VqzyIn3lXf",25,Fox News
0.8519,Sat Feb 24 17:45:42 +0000 2018,0.583,0.0,0.417,'Big Bang Theory' star Johnny Galecki hopes to inspire conversations about faith with 'Living Biblically' https://t.co/OwQnNRvYLE,26,Fox News
0.0,Sat Feb 24 17:38:01 +0000 2018,1.0,0.0,0.0,George W. Bush: How Billy Graham changed my life https://t.co/tQ1BrlRClK https://t.co/uUy6vJOyqL,27,Fox News
-0.296,Sat Feb 24 17:36:25 +0000 2018,0.896,0.104,0.0,".@THEHermanCain: ""There is an old saying: If you are in a hole, stop digging. [@NancyPelosi] doesn't know she is in… https://t.co/XJFmnjIcMH",28,Fox News
0.4215,Sat Feb 24 17:25:13 +0000 2018,0.872,0.0,0.128,"At @CPAC 2018, @marklevinshow discussed the wave of activism and politics in the United States that is running coun… https://t.co/DbCk8HHPuO",29,Fox News
0.0,Sat Feb 24 17:17:58 +0000 2018,1.0,0.0,0.0,"Happening Now: Motorcade carrying @BillyGraham's body traveling to Charlotte, North Carolina. https://t.co/sjPpxkMehp",30,Fox News
0.0,Sat Feb 24 17:15:05 +0000 2018,1.0,0.0,0.0,Report: At least three Florida deputies did not enter school during shooting. https://t.co/xRI3aEcFsq,31,Fox News
0.0,Sat Feb 24 17:04:19 +0000 2018,1.0,0.0,0.0,".@IvankaTrump, daughter of and adviser to President @realDonaldTrump, makes a heart as she watches the men's big ai… https://t.co/dKykCDiyUa",32,Fox News
-0.7351,Sat Feb 24 16:58:50 +0000 2018,0.592,0.408,0.0,Wisconsin woman charged with killing three infants in the 1980s https://t.co/qtU0664gfw,33,Fox News
0.0,Sat Feb 24 16:51:00 +0000 2018,1.0,0.0,0.0,"Jo Dockins, of Charlotte, N.C., carries flowers as she visits the Billy Graham Library in Charlotte, N.C., Wednesda… https://t.co/HieRb6NpoC",34,Fox News
-0.128,Sat Feb 24 16:50:19 +0000 2018,0.889,0.111,0.0,Woman who crashed van into barrier near the @WhiteHouse was armed - report. https://t.co/245AtYznGs,35,Fox News
-0.7783,Sat Feb 24 16:47:28 +0000 2018,0.638,0.362,0.0,"Canadian skier arrested at Pyeongchang Olympics for stealing car while intoxicated, police say https://t.co/nVvh4i4jUM",36,Fox News
0.4019,Sat Feb 24 16:39:21 +0000 2018,0.76,0.07,0.17,BREAKING NEWS: Billionaire investor Warren Buffet touted a $29 billion profit just from President @realDonaldTrump’… https://t.co/UCTeYyUnkH,37,Fox News
0.0772,Sat Feb 24 16:29:55 +0000 2018,0.925,0.0,0.075,".@GovGaryJohnson: ""If you want a real deterrent, you would require teachers to carry weapons... A poll [showed] 75%… https://t.co/ZyMzd7KcuK",38,Fox News
0.1531,Sat Feb 24 16:27:02 +0000 2018,0.649,0.156,0.195,Kansas and Nebraska leaders welcome NRA convention after Dallas official’s warning https://t.co/BhJP5vOKWW,39,Fox News
0.0,Sat Feb 24 16:21:03 +0000 2018,1.0,0.0,0.0,"TOMORROW on @FoxNewsSunday, Chris Wallace speaks to Delaney Tarr and Andrew Pollack - Tune in at 2p on Fox News Cha… https://t.co/dXbGFQwK5g",40,Fox News
0.0,Sat Feb 24 16:15:09 +0000 2018,1.0,0.0,0.0,".@JerryFalwellJr: ""[@BillyGraham had] a simple message that we're all sinners, every one of us, and that we all hav… https://t.co/9tpyFnbk4B",41,Fox News
0.0,Sat Feb 24 16:10:59 +0000 2018,1.0,0.0,0.0,"Happening Now: Motorcade carrying casket of Rev. @BillyGraham departing Graham Center in Asheville, N.C. https://t.co/uqDBTGTiBF",42,Fox News
0.5859,Sat Feb 24 16:05:52 +0000 2018,0.759,0.0,0.241,ICYMI: US men capture Olympic curling #gold with win over Sweden https://t.co/0d8SanCZgc https://t.co/ViNj5nAsNW,43,Fox News
0.0,Sat Feb 24 16:05:29 +0000 2018,1.0,0.0,0.0,Happening Now: Awaiting departure of motorcade carrying casket of Rev. @BillyGraham. https://t.co/8MoeoRqGaU,44,Fox News
-0.6361,Sat Feb 24 16:00:05 +0000 2018,0.776,0.224,0.0,"Discussing gun control, rapper @Tip said that while it should be ""more difficult for people who aren’t mentally sta… https://t.co/GKA2aR0xxO",45,Fox News
0.2732,Sat Feb 24 15:59:44 +0000 2018,0.704,0.0,0.296,The humor of Ronald Reagan. https://t.co/dxIKSiDeHK,46,Fox News
0.5994,Sat Feb 24 15:53:15 +0000 2018,0.786,0.0,0.214,".@cathymcmorris: ""Congress must act to make sure that the background checks are done in a way to protect our societ… https://t.co/9mjxV8LkQq",47,Fox News
0.0,Sat Feb 24 15:44:06 +0000 2018,1.0,0.0,0.0,"On Twitter, @KamalaHarris called for the protection of DACA recipients. https://t.co/psOrDIeMG4",48,Fox News
-0.5709,Sat Feb 24 15:34:02 +0000 2018,0.844,0.156,0.0,"Student Ariana Klein on Deputy Scot Peterson: ""It's absolutely disgusting. He knew his job. He knew what he had to… https://t.co/XBYZTPxYEe",49,Fox News
0.0,Sat Feb 24 15:31:53 +0000 2018,1.0,0.0,0.0,U.S. markets so far this year. https://t.co/GxvHc2xR4v,50,Fox News
-0.4479,Sat Feb 24 15:29:02 +0000 2018,0.758,0.162,0.08,"Heckler: ""How much are you worth, Nancy? Are you in abject poverty? How much are you worth?""

@NancyPelosi: ""We're… https://t.co/yqP6uCbdfw",51,Fox News
0.0,Sat Feb 24 15:20:04 +0000 2018,1.0,0.0,0.0,"TOMORROW on @FoxNewsSunday, Chris Wallace speaks exclusively to @FLGovScott - Tune in at 2p on Fox News Channel! https://t.co/splPAbmkJU",52,Fox News
-0.2732,Sat Feb 24 15:15:45 +0000 2018,0.694,0.196,0.11,"Lt. Col. Peters: ""I support the Second Amendment... I'm a gun owner. I know guns. My family's a gun family going wa… https://t.co/CBNhQj3syW",53,Fox News
-0.3535,Sat Feb 24 15:13:27 +0000 2018,0.83,0.17,0.0,Report: More Broward deputies accused of waiting outside school during Florida shooting. https://t.co/0or0mrMjDT,54,Fox News
0.5707,Sat Feb 24 15:06:04 +0000 2018,0.791,0.0,0.209,"SUNDAY, 10pm ET: Fox News Channel Premieres 'Life, Liberty &amp; Levin' with @marklevinshow! https://t.co/ESkSF9KmPM https://t.co/U67kZmlTdm",55,Fox News
0.0,Sat Feb 24 15:03:44 +0000 2018,1.0,0.0,0.0,".@IvankaTrump, daughter of and adviser to President @realDonaldTrump, makes a heart as she watches the men's big ai… https://t.co/NYb8Umw6eF",56,Fox News
0.0,Sat Feb 24 14:59:05 +0000 2018,1.0,0.0,0.0,Obama Library to cost taxpayers $175 million. https://t.co/VRqfA8BEju,57,Fox News
0.0,Sat Feb 24 14:50:16 +0000 2018,1.0,0.0,0.0,"Report: 4 deputies ""hid"" during school shooting. https://t.co/lllv5AjDsp https://t.co/x8QIg4yhK1",58,Fox News
-0.5267,Sat Feb 24 14:45:23 +0000 2018,0.568,0.312,0.119,"Trump supporter, 76, blames ‘fake news’ @CNN for threats following reporter ambush https://t.co/Yy4hetrMww",59,Fox News
0.0,Sat Feb 24 14:33:16 +0000 2018,1.0,0.0,0.0,#CPAC2018 speakers today. https://t.co/bxJmFvzyjv,60,Fox News
-0.5106,Sat Feb 24 14:29:52 +0000 2018,0.563,0.296,0.141,"Gov. @GregAbbott_TX: Focus on Mental Health, Society's Glorification of Violence to Stop Mass Shootings https://t.co/kxyK6iiC7n",61,Fox News
0.0,Sat Feb 24 14:19:38 +0000 2018,1.0,0.0,0.0,George W. Bush: How Billy Graham changed my life https://t.co/1eOEMCZ5Ht,62,Fox News
0.8481,Sat Feb 24 14:08:31 +0000 2018,0.566,0.0,0.434,"Official dyes beard pink after Kikkan Randall's Olympic gold medal win, keeping 12-year promise https://t.co/hOCPfPJXEl",63,Fox News
-0.4588,Sat Feb 24 14:04:37 +0000 2018,0.786,0.214,0.0,Scores of migrants found abandoned in freight trailer near US-Mexico border https://t.co/ejcLzcHbQa,64,Fox News
0.5563,Sat Feb 24 13:54:36 +0000 2018,0.834,0.0,0.166,.@kelliwardaz: “I think that the president offered the democrats an extremely generous deal on DACA… and they have… https://t.co/B3bdCVrzJR,65,Fox News
0.0,Sat Feb 24 13:46:16 +0000 2018,1.0,0.0,0.0,".@Scaramucci: “I really do believe that we’re going to keep the House and Senate for so many different reasons, but… https://t.co/V2usXilyNM",66,Fox News
-0.7783,Sat Feb 24 13:41:22 +0000 2018,0.638,0.362,0.0,"Canadian skier arrested at Pyeongchang Olympics for stealing car while intoxicated, police say https://t.co/nVvh4i4jUM",67,Fox News
-0.1531,Sat Feb 24 13:24:10 +0000 2018,0.849,0.151,0.0,Watch: Moment when police officers catch falling 5-year-old https://t.co/F52XhWiYkr https://t.co/X8ag5wuMjH,68,Fox News
-0.0516,Sat Feb 24 13:02:37 +0000 2018,0.602,0.235,0.163,Student gives teacher ice cream money to help pay for father-in-law's funeral https://t.co/eYyb5B4KWL,69,Fox News
0.4404,Sat Feb 24 12:55:20 +0000 2018,0.775,0.0,0.225,.@THEHermanCain: “I am still thrilled with the current tax plan.” https://t.co/KieX0tl0rM,70,Fox News
0.0,Sat Feb 24 12:52:08 +0000 2018,1.0,0.0,0.0,".@hogangidley45: “This president wants to keep our children safe."" https://t.co/2T7wpL4Y0I",71,Fox News
0.0,Sat Feb 24 12:49:13 +0000 2018,1.0,0.0,0.0,.@hogangidley45: “This president has come in and done more to fix this country… than anybody has done since Ronald… https://t.co/NmjvLWBHUP,72,Fox News
0.0,Sat Feb 24 12:45:06 +0000 2018,1.0,0.0,0.0,".@hogangidley45: “This president comes in, in a short amount of time has changed the tax code… he’s reduced regulat… https://t.co/BYAdXTaEQH",73,Fox News
-0.0258,Sat Feb 24 12:23:55 +0000 2018,0.717,0.143,0.139,Charles Hurt: “Conservatives have enjoyed more victories over the past year than I think that we have since perhaps… https://t.co/qLnA0Mbpd6,74,Fox News
0.802,Sat Feb 24 12:11:24 +0000 2018,0.573,0.0,0.427,'Donut Boy' has mission to thank cops nationwide one sweet treat at a time https://t.co/gRP0R5CfBA,75,Fox News
0.0,Sat Feb 24 11:57:13 +0000 2018,1.0,0.0,0.0,Obama library's public cost estimated at $175M: report https://t.co/LHuF5whgth,76,Fox News
0.0,Sat Feb 24 11:50:16 +0000 2018,1.0,0.0,0.0,CPAC Speakers Today https://t.co/vN8YyZ4SAK,77,Fox News
0.0,Sat Feb 24 11:41:11 +0000 2018,1.0,0.0,0.0,George W. Bush: How Billy Graham changed my life https://t.co/1eOEMCZ5Ht,78,Fox News
-0.5859,Sat Feb 24 11:34:36 +0000 2018,0.743,0.257,0.0,"Dr, Dyan Hes: ""Kids do not need to get assault rifles."" https://t.co/PMCssTel4W",79,Fox News
-0.4005,Sat Feb 24 11:32:05 +0000 2018,0.828,0.172,0.0,"Kisha Hebbon: ""I still believe that we do need more gun control laws."" https://t.co/59TnPiT3WS",80,Fox News
